-1.513696224	-1.425642501	0
-1.499311	-1.268178058	0
-1.402038035	-1.330737081	0
-1.356403879	-1.441729051	0
-1.196018902	-1.459467505	0
-1.384950399	-1.194796851	0
-1.486099842	-1.107057285	0
-1.262579229	-1.314223833	0
-1.031497981	-1.474563067	0
-1.468758617	-0.940903622	0
-1.442759038	-0.772836056	0
-1.095859428	-1.34712984	0
-1.268766227	-1.137447062	0
-1.364937683	-1.041054029	0
-1.142443369	-1.210298515	0
-1.159864051	-1.097098847	0
-0.865498946	-1.484570685	0
-0.933751492	-1.359278483	0
-0.700734169	-1.49089482	0
-1.408932831	-0.606991591	0
-1.343102688	-0.881133909	0
-1.31326755	-0.717376221	0
-0.993358733	-1.235244268	0
-1.228835092	-0.987755803	0
-1.043766534	-1.122811626	0
-1.109048421	-1.022627481	0
-0.77473487	-1.365805925	0
-0.839855208	-1.242069574	0
-0.537931346	-1.495580528	0
-0.612552018	-1.370434424	0
-1.371069315	-0.444637672	0
-1.275421993	-0.557205422	0
-1.33189526	-0.285003545	0
-0.376860016	-1.49948	0
-1.292583032	-0.127179734	0
-1.215528856	-0.820548695	0
-1.176042209	-0.657332327	0
-0.906743286	-1.122415456	0
-1.108343122	-0.90189324	0
-1	-1	1
-0.681699407	-1.245422812	0
-0.749869793	-1.120851499	0
-0.451562259	-1.373899733	0
-0.521525249	-1.248389828	0
-1.235191402	-0.397510358	0
-1.134561277	-0.500509994	0
-1.193702285	-0.23936284	0
-0.21719454	-1.50259445	0
-0.292174505	-1.376725302	0
-1.253497116	0.029290405	0
-1.153667015	-0.08218098	0
-1.07029494	-0.751108873	0
-1.029947756	-0.59651079	0
-0.814899405	-1	1
-0.961538462	-0.846153846	1
-0.862854784	-0.895504854	1
-0.587692774	-1.123565448	0
-0.648795258	-1	1
-0.362984866	-1.250833007	0
-0.428895547	-1.125058348	0
-1.092445719	-0.341661212	0
-0.989429472	-0.441123701	0
-1.051717491	-0.185370366	0
-0.058730749	-1.504629436	0
-0.135078286	-1.378799607	0
-0.207055667	-1.252797412	0
-1.214730224	0.184438657	0
-1.113861737	0.074074384	0
-1.011399818	-0.030591478	0
-1.176396374	0.337941695	0
-0.923076923	-0.692307692	1
-0.884615385	-0.538461538	1
-0.710828801	-0.855703956	1
-0.824761176	-0.768573304	1
-0.48884069	-1	1
-0.556505842	-0.88953863	1
-0.56807721	-0.770256643	1
-0.27392575	-1.126465969	0
-0.334270318	-1	1
-0.949149303	-0.285691151	0
-0.846153846	-0.384615385	1
-0.909682343	-0.13154429	0
0.098572428	-1.505406665	0
0.020223051	-1.379696403	0
-0.053559615	-1.25389981	0
-0.122131464	-1.127469704	0
0.254655631	-1.505093536	0
-1.074261075	0.228802782	0
-0.972356778	0.123716916	0
-0.870654052	0.022116135	0
-1.035817943	0.382078102	0
-1.138909742	0.489122895	0
-1.103468954	0.636979185	0
-0.729818593	-0.455379423	1
-0.764561621	-0.60971995	1
-0.638200119	-0.682460289	1
-0.395278236	-0.873779649	1
-0.45472831	-0.766245109	1
-0.510053502	-0.6845321	1
-0.184612548	-1	1
-0.247074443	-0.862846956	1
-0.807692308	-0.230769231	1
-0.704771241	-0.313856456	1
-0.769230769	-0.076923077	1
0.175497003	-1.379680713	0
0.099357656	-1.253947553	0
0.027502361	-1.127729786	0
-0.038470457	-1	1
0.409453436	-1.504219727	0
0.329925549	-1.378901136	0
0.562929812	-1.503563032	0
-0.933593619	0.277081169	0
-0.832000179	0.176406268	0
-0.730769231	0.076923077	1
-0.895113759	0.430693498	0
-0.998204195	0.533118302	0
-1.072823517	0.780605717	0
-0.963906187	0.681882504	0
-1.051569652	0.920734777	0
-0.59096864	-0.363478358	1
-0.583811532	-0.500824963	1
-0.498932119	-0.571691884	1
-0.300417827	-0.712171727	1
-0.393129966	-0.629019438	1
-0.107453715	-0.843129016	1
-0.172816849	-0.722874576	1
-0.670608679	-0.178542881	1
-0.578154366	-0.248233866	1
-0.623295798	-0.041200503	1
-0.485070285	-0.276317801	1
-0.483549456	-0.204417667	1
0.252497564	-1.253436258	0
0.17751303	-1.127393987	0
0.03770007	-0.798822852	1
0.106439891	-1	1
0.483452061	-1.378016042	0
0.405095219	-1.252450881	0
0.715052482	-1.504084132	0
0.636582923	-1.378130823	0
0.865852259	-1.507053138	0
-0.793352914	0.329967592	0
-0.613921966	0.138092598	1
-0.692307692	0.230769231	1
-0.754933841	0.483182749	0
-0.857978886	0.58305046	0
-0.935795451	0.829283397	0
-0.825868829	0.733743673	0
-0.92673088	0.9718266	0
-1.043468223	1.061388809	0
-0.470399223	-0.36360609	1
-0.433403523	-0.444426012	1
-0.353681143	-0.493248116	1
-0.196721558	-0.609275395	1
-0.252183098	-0.533085381	1
-0.123680517	-0.584383352	1
