2	1	0
2	0	3
2	5	1
5	6	1
4	7	3
2	3	7
2	7	5
11	4	8
4	11	7
5	7	12
13	9	6
6	5	13
12	13	5
14	7	11
14	12	7
15	12	14
17	8	16
8	17	11
20	10	9
9	13	20
21	19	10
10	20	21
22	11	17
14	11	22
13	23	20
13	12	23
15	23	12
24	14	22
15	14	24
15	25	23
25	15	24
26	16	18
16	26	17
27	17	26
22	17	27
29	18	28
18	29	26
31	30	19
19	21	31
35	21	20
20	23	35
36	31	21
21	35	36
24	22	37
37	22	27
25	38	23
38	35	23
37	39	24
25	39	38
25	24	39
40	26	29
26	40	27
37	27	41
41	27	40
42	28	33
28	42	29
43	29	42
29	43	40
44	32	30
30	31	44
45	44	31
31	36	45
46	34	32
32	44	46
48	33	47
33	48	42
50	49	34
34	46	50
38	51	35
51	36	35
51	52	36
52	45	36
39	37	53
41	53	37
39	54	38
51	38	54
55	54	39
55	39	53
40	56	41
56	40	43
41	57	53
57	41	56
58	42	48
42	58	43
43	59	56
59	43	58
60	46	44
44	45	60
45	52	61
61	60	45
62	50	46
46	60	62
64	47	63
47	64	48
65	48	64
48	65	58
67	66	49
49	50	67
68	67	50
50	62	68
54	70	51
52	51	70
70	71	52
71	61	52
57	72	53
55	53	72
73	70	54
55	73	54
55	72	73
56	74	57
74	56	59
75	57	74
75	72	57
76	72	75
58	77	59
77	58	65
59	78	74
78	59	77
60	61	79
79	62	60
61	71	80
80	79	61
62	79	81
81	68	62
83	63	82
63	83	64
84	64	83
64	84	65
65	85	77
85	65	84
87	69	66
66	67	87
88	87	67
67	68	88
68	81	89
89	88	68
69	87	90
90	91	69
80	71	93
71	70	94
94	93	71
70	73	94
94	73	95
72	95	73
76	95	72
96	74	78
74	96	75
97	75	96
76	75	97
98	76	97
76	98	95
77	99	78
99	77	85
100	78	99
78	100	96
79	80	101
101	81	79
102	101	80
93	102	80
81	101	103
103	89	81
104	82	86
82	104	83
105	83	104
83	105	84
84	106	85
106	84	105
85	107	99
107	85	106
109	86	108
86	109	104
111	90	87
87	88	111
88	89	112
112	111	88
89	103	113
113	112	89
90	111	114
115	92	91
91	90	115
114	115	90
117	116	92
92	115	117
102	93	119
93	94	120
119	93	120
95	120	94
121	120	95
98	121	95
100	122	96
97	96	122
123	97	122
98	97	123
98	123	121
124	99	107
99	124	100
125	100	124
125	122	100
101	126	103
102	126	101
127	126	102
127	102	119
103	128	113
126	128	103
129	127	119
130	127	129
131	104	109
104	131	105
105	132	106
132	105	131
124	107	133
106	134	107
134	106	132
134	133	107
135	108	110
108	135	109
136	109	135
109	136	131
138	110	137
110	138	135
111	112	140
140	114	111
141	113	128
112	113	142
142	140	112
141	142	113
114	140	143
144	117	115
115	114	144
143	144	114
145	118	116
116	117	145
146	145	117
117	144	146
118	145	147
147	148	118
129	119	149
119	120	149
121	150	120
150	149	120
150	121	151
123	151	121
152	122	125
151	123	153
122	153	123
152	153	122
152	125	154
155	124	133
125	124	155
154	125	155
126	156	128
127	156	126
130	156	127
157	141	128
158	157	128
158	128	156
129	149	159
130	129	160
159	160	129
161	130	160
130	161	156
162	155	133
162	133	163
131	164	132
164	131	136
132	165	134
165	132	164
165	166	134
166	133	134
163	133	166
163	166	167
136	168	164
169	135	138
135	169	136
168	136	169
170	137	139
137	170	138
171	138	170
138	171	169
139	172	170
172	139	173
140	142	175
175	143	140
176	141	157
174	176	157
177	175	142
142	141	177
176	177	141
143	175	178
178	179	143
144	143	179
179	146	144
180	147	145
145	146	180
146	179	181
181	180	146
182	147	180
148	147	183
182	183	147
183	184	148
185	183	182
159	149	187
149	150	187
151	188	150
188	187	150
188	151	189
189	151	153
154	190	152
152	190	153
191	189	153
191	153	190
190	154	192
154	155	192
162	193	155
193	192	155
158	156	194
161	194	156
195	158	194
158	195	157
174	157	195
196	174	195
159	187	197
159	197	160
198	160	197
160	198	161
161	198	194
193	162	199
163	167	199
162	163	199
200	199	167
164	201	165
201	164	168
202	165	201
202	166	165
203	166	202
203	167	166
167	204	200
203	204	167
168	205	201
205	168	206
169	206	168
206	169	171
207	170	172
170	207	171
171	208	206
208	171	207
209	207	172
210	211	173
173	211	172
209	172	211
213	174	196
213	214	174
214	176	174
215	178	175
175	177	215
177	216	215
176	216	177
214	216	176
217	178	215
179	178	218
218	181	179
217	218	178
219	180	181
180	219	182
181	218	220
181	220	219
221	182	219
182	221	185
222	185	221
184	223	186
184	183	223
185	223	183
224	223	185
224	185	222
225	186	223
