-4.682414692	-2	0
-4.774124038	-1.851851852	0
-4.433412557	-1.899654419	0
-4.225974164	-2	0
-3.791327485	-2	0
-4.883468589	-1.703703704	0
-4.46072663	-1.777279575	0
-4.051519942	-1.869140667	0
-3.604941522	-1.880900701	0
-3.377816787	-2	0
-5.01458136	-1.555555556	0
-4.54459455	-1.631462803	0
-4.128500316	-1.708393624	0
-3.772911506	-1.773716243	0
-2.984652521	-2	0
-5.172555355	-1.407407407	0
-3.420214216	-1.762434339	0
-3.195519006	-1.880695129	0
-4.658261551	-1.483135921	0
-4.189216761	-1.560586958	0
-3.720252097	-1.638731981	0
-2.610890379	-2	0
-2.805770422	-1.881644927	0
-5.363500325	-1.259259259	0
-4.81149065	-1.333524623	0
-3.259050633	-1.639795137	0
-3.018568355	-1.759190808	0
-4.304713998	-1.410580734	0
-3.854907306	-1.489800279	0
-3.487871142	-1.53639729	0
-5.594356921	-1.111111111	0
-2.255406939	-2	0
-2.435771785	-1.884279123	0
-2.629600095	-1.765503741	0
-5.872130932	-0.962962963	0
-4.989862745	-1.185342625	0
-4.443399504	-1.260375825	0
-3.114822816	-1.501573995	0
-2.844569631	-1.639610772	0
-3.950252016	-1.33606081	0
-3.526260053	-1.411912254	0
-3.222561349	-1.359104476	0
-2.884974579	-1.40722194	0
-5.205640719	-1.036887611	0
-1.916875613	-2	0
-2.083688937	-1.886492534	0
-2.260727553	-1.772035917	0
-2.449864591	-1.655616493	0
-6.201913427	-0.814814815	0
-5.462425379	-0.888693091	0
-4.616123895	-1.111400054	0
-4.081301208	-1.185431479	0
-2.652530699	-1.515042403	0
-3.567548301	-1.258264288	0
-2.993675753	-1.309018478	0
-3.196391023	-1.256663822	0
-2.613667904	-1.40111238	0
-2.741491911	-1.30996316	0
-4.816285563	-0.961763512	0
-1.593745312	-2	0
-1.749538837	-1.887683843	0
-1.911179496	-1.77495632	0
-2.082798647	-1.662295461	0
-2.2685968	-1.552530481	0
-6.582700385	-0.666666667	0
-5.763682258	-0.740482372	0
-5.047498517	-0.813541756	0
-4.248417261	-1.035800705	0
-3.755844502	-1.108204532	0
-2.360995736	-1.440488438	0
-3.325725836	-1.150490554	0
-2.930146037	-1.209891755	0
-2.448701454	-1.332217655	0
-2.60103249	-1.230430678	0
-4.428525408	-0.884257855	0
-1.284225091	-2	0
-1.430673964	-1.888259266	0
-1.580752051	-1.776390197	0
-1.735502647	-1.664819634	0
-1.902791926	-1.5538809	0
-2.028875132	-1.446253322	0
-7.000091179	-0.518518519	0
-6.098844655	-0.59347833	0
-5.315220226	-0.66545686	0
-7.416838291	-0.37037037	0
-4.63310057	-0.735825558	0
-3.889798517	-0.953422441	0
-3.425225566	-1.014840824	0
-2.150825214	-1.343002425	0
-3.034058931	-1.072820552	0
-2.672540836	-1.120332514	0
-2.283241964	-1.239096876	0
-2.413287122	-1.156487	0
-4.039698758	-0.80458363	0
-0.986278674	-2	0
-1.126496749	-1.888505306	0
-1.267340462	-1.777137785	0
-1.411069166	-1.665692135	0
-1.553875714	-1.555697047	0
-1.6933576	-1.446827459	0
-1.828060744	-1.340790229	0
-0.69763279	-2	0
-6.460079623	-0.444877109	0
-5.609310413	-0.51756948	0
-4.859307911	-0.589016488	0
-7.767832213	-0.222222222	0
-6.794794267	-0.296845006	0
-7.972757588	-0.074074074	0
-4.20945521	-0.658100337	0
-3.52482993	-0.869893689	0
-3.084274273	-0.934213174	0
-1.972073603	-1.236273721	0
-2.703635695	-0.995245985	0
-2.387637016	-1.05698284	0
-2.139724386	-1.135317565	0
-3.642467057	-0.726092133	0
-0.834316764	-1.888612477	0
-0.96940111	-1.777579565	0
-1.104028824	-1.666745136	0
-1.238326669	-1.556306066	0
-1.371923377	-1.446536179	0
-1.505940356	-1.337802217	0
-1.648455678	-1.230008666	0
-0.415802431	-2	0
-0.551288641	-1.888652329	0
-0.138134173	-2	0
-5.898992611	-0.370692736	0
-5.102961174	-0.44167237	0
-4.395396328	-0.51199072	0
-7.037313008	-0.149556512	0
-6.147408887	-0.223280827	0
-7.972757588	0.074074074	0
-7.130469061	-0.001519986	0
-7.767832213	0.222222222	0
-3.775163863	-0.581327291	0
-3.151863486	-0.792960683	0
-2.726232556	-0.859749266	0
-1.802831782	-1.120508084	0
-2.366035649	-0.926324398	0
-2	-1	1
-3.236088063	-0.64985813	0
-0.683950997	-1.777741097	0
-0.814535758	-1.667038471	0
-0.942939168	-1.55662761	0
-1.070271875	-1.446276913	0
-1.197401458	-1.336278191	0
-1.327969327	-1.226273463	0
-1.466753112	-1.115063794	0
-0.274437564	-1.888634278	0
-0.407304234	-1.777759328	0
0.138134173	-2	0
-0.000773708	-1.888586799	0
0.415802431	-2	0
-5.32682132	-0.295018478	0
-4.581676655	-0.365954812	0
-3.915946492	-0.43627283	0
-7.416838291	0.37037037	0
-7.000091179	0.518518519	0
-6.295561111	-0.075622853	0
-5.490702514	-0.148486696	0
-7.039943843	0.145580268	0
-6.295753794	0.071084939	0
-6.799906958	0.293799761	0
-3.33124528	-0.505847472	0
-2.769787364	-0.71831056	0
-2.36982164	-0.78813398	0
-1.623213731	-1	1
-2	-0.857142857	1
-1.744708996	-0.901801133	1
-2.822685321	-0.575145872	0
-0.53703887	-1.667074179	0
-0.662984994	-1.556757072	0
-0.786308354	-1.446188108	0
-0.907562747	-1.335655393	0
-1.028667861	-1.224837035	0
-1.152600562	-1.113227227	0
-1.283786602	-1	1
-0.135961331	-1.777680239	0
-0.267246474	-1.667088245	0
0.272812629	-1.888556432	0
0.133445949	-1.777408532	0
0.69763279	-2	0
0.549427447	-1.888541756	0
0.986278674	-2	0
-6.582700385	0.666666667	0
-4.73858781	-0.220092059	0
